t	Re(rho11)	Im(rho11)	Re(rho12)	Im(rho12)	Re(rho21)	Im(rho21)	Re(rho22)	Im(rho22)	
0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
1.000000	0.999601	0.000000	0.000199	0.018814	0.000199	-0.018814	0.000399	-0.000000	
2.000000	0.998541	0.000000	0.000724	0.037538	0.000724	-0.037538	0.001459	-0.000000	
3.000000	0.996796	0.000000	0.001584	0.056085	0.001584	-0.056085	0.003204	-0.000000	
4.000000	0.994360	-0.000000	0.002773	0.074370	0.002773	-0.074370	0.005640	0.000000	
5.000000	0.991199	-0.000000	0.004296	0.092281	0.004296	-0.092281	0.008801	0.000000	
6.000000	0.987375	-0.000000	0.006113	0.109758	0.006113	-0.109758	0.012625	0.000000	
7.000000	0.982906	-0.000000	0.008205	0.126726	0.008205	-0.126726	0.017094	0.000000	
8.000000	0.977811	-0.000000	0.010546	0.143117	0.010546	-0.143117	0.022189	0.000000	
9.000000	0.972114	0.000000	0.013111	0.158865	0.013111	-0.158865	0.027886	0.000000	
10.000000	0.965839	0.000000	0.015875	0.173911	0.015875	-0.173911	0.034161	0.000000	
11.000000	0.959012	0.000000	0.018807	0.188201	0.018807	-0.188201	0.040988	0.000000	
12.000000	0.951664	0.000000	0.021879	0.201688	0.021879	-0.201688	0.048336	0.000000	
13.000000	0.943823	0.000000	0.025059	0.214330	0.025059	-0.214330	0.056177	0.000000	
14.000000	0.935522	0.000000	0.028319	0.226093	0.028319	-0.226093	0.064478	0.000000	
15.000000	0.926796	0.000000	0.031627	0.236950	0.031627	-0.236950	0.073204	0.000000	
16.000000	0.917679	0.000000	0.034954	0.246882	0.034954	-0.246882	0.082321	0.000000	
17.000000	0.908205	0.000000	0.038271	0.255871	0.038271	-0.255871	0.091795	0.000000	
18.000000	0.898411	0.000000	0.041550	0.263912	0.041550	-0.263912	0.101589	0.000000	
19.000000	0.888332	0.000000	0.044765	0.271000	0.044765	-0.271000	0.111668	0.000000	
20.000000	0.878003	0.000000	0.047893	0.277140	0.047893	-0.277140	0.121997	0.000000	
21.000000	0.867461	0.000000	0.050911	0.282340	0.050911	-0.282340	0.132539	0.000000	
22.000000	0.856740	0.000000	0.053798	0.286615	0.053798	-0.286615	0.143260	0.000000	
23.000000	0.845876	-0.000000	0.056537	0.289981	0.056537	-0.289981	0.154124	0.000000	
24.000000	0.834901	-0.000000	0.059112	0.292462	0.059112	-0.292462	0.165099	0.000000	
25.000000	0.823850	-0.000000	0.061510	0.294083	0.061510	-0.294083	0.176150	0.000000	
26.000000	0.812753	0.000000	0.063720	0.294872	0.063720	-0.294872	0.187247	0.000000	
27.000000	0.801642	0.000000	0.065734	0.294862	0.065734	-0.294862	0.198358	0.000000	
28.000000	0.790545	0.000000	0.067545	0.294086	0.067545	-0.294086	0.209455	0.000000	
29.000000	0.779492	-0.000000	0.069150	0.292579	0.069150	-0.292579	0.220508	0.000000	
30.000000	0.768508	-0.000000	0.070547	0.290378	0.070547	-0.290378	0.231492	0.000000	
31.000000	0.757620	0.000000	0.071736	0.287520	0.071736	-0.287520	0.242380	0.000000	
32.000000	0.746852	0.000000	0.072718	0.284045	0.072718	-0.284045	0.253148	0.000000	
33.000000	0.736225	0.000000	0.073497	0.279989	0.073497	-0.279989	0.263775	0.000000	
34.000000	0.725762	0.000000	0.074079	0.275392	0.074079	-0.275392	0.274238	0.000000	
35.000000	0.715481	-0.000000	0.074468	0.270292	0.074468	-0.270292	0.284519	0.000000	
36.000000	0.705402	-0.000000	0.074674	0.264726	0.074674	-0.264726	0.294598	0.000000	
37.000000	0.695540	-0.000000	0.074703	0.258732	0.074703	-0.258732	0.304460	0.000000	
38.000000	0.685912	-0.000000	0.074566	0.252345	0.074566	-0.252345	0.314088	0.000000	
39.000000	0.676531	-0.000000	0.074271	0.245599	0.074271	-0.245599	0.323469	0.000000	
40.000000	0.667410	0.000000	0.073828	0.238530	0.073828	-0.238530	0.332590	0.000000	
41.000000	0.658562	0.000000	0.073249	0.231168	0.073249	-0.231168	0.341438	0.000000	
42.000000	0.649996	0.000000	0.072544	0.223546	0.072544	-0.223546	0.350004	0.000000	
43.000000	0.641721	0.000000	0.071722	0.215694	0.071722	-0.215694	0.358279	0.000000	
44.000000	0.633746	0.000000	0.070795	0.207639	0.070795	-0.207639	0.366254	0.000000	
45.000000	0.626078	0.000000	0.069774	0.199409	0.069774	-0.199409	0.373922	0.000000	
46.000000	0.618723	0.000000	0.068667	0.191031	0.068667	-0.191031	0.381277	0.000000	
47.000000	0.611686	0.000000	0.067484	0.182527	0.067484	-0.182527	0.388314	0.000000	
48.000000	0.604972	0.000000	0.066236	0.173923	0.066236	-0.173923	0.395028	0.000000	
49.000000	0.598583	0.000000	0.064930	0.165239	0.064930	-0.165239	0.401417	0.000000	
50.000000	0.592522	0.000000	0.063576	0.156498	0.063576	-0.156498	0.407478	0.000000	
51.000000	0.586792	0.000000	0.062181	0.147718	0.062181	-0.147718	0.413208	0.000000	
52.000000	0.581392	0.000000	0.060753	0.138919	0.060753	-0.138919	0.418608	0.000000	
53.000000	0.576325	0.000000	0.059298	0.130118	0.059298	-0.130118	0.423675	0.000000	
54.000000	0.571588	-0.000000	0.057823	0.121333	0.057823	-0.121333	0.428412	0.000000	
55.000000	0.567182	-0.000000	0.056334	0.112579	0.056334	-0.112579	0.432818	0.000000	
56.000000	0.563105	-0.000000	0.054836	0.103872	0.054836	-0.103872	0.436895	0.000000	
57.000000	0.559355	-0.000000	0.053334	0.095226	0.053334	-0.095226	0.440645	0.000000	
58.000000	0.555930	-0.000000	0.051833	0.086655	0.051833	-0.086655	0.444070	0.000000	
59.000000	0.552825	-0.000000	0.050336	0.078172	0.050336	-0.078172	0.447175	0.000000	
60.000000	0.550038	-0.000000	0.048848	0.069789	0.048848	-0.069789	0.449962	0.000000	
61.000000	0.547565	-0.000000	0.047371	0.061519	0.047371	-0.061519	0.452435	0.000000	
62.000000	0.545402	-0.000000	0.045908	0.053372	0.045908	-0.053372	0.454598	0.000000	
63.000000	0.543543	-0.000000	0.044462	0.045359	0.044462	-0.045359	0.456457	0.000000	
64.000000	0.541983	-0.000000	0.043035	0.037491	0.043035	-0.037491	0.458017	0.000000	
65.000000	0.540716	-0.000000	0.041629	0.029777	0.041629	-0.029777	0.459284	0.000000	
66.000000	0.539737	-0.000000	0.040245	0.022228	0.040245	-0.022228	0.460263	0.000000	
67.000000	0.539039	-0.000000	0.038886	0.014850	0.038886	-0.014850	0.460961	0.000000	
68.000000	0.538616	0.000000	0.037551	0.007654	0.037551	-0.007654	0.461384	0.000000	
69.000000	0.538460	0.000000	0.036243	0.000647	0.036243	-0.000647	0.461540	-0.000000	
70.000000	0.538565	0.000000	0.034961	-0.006164	0.034961	0.006164	0.461435	-0.000000	
71.000000	0.538923	0.000000	0.033707	-0.012772	0.033707	0.012772	0.461077	-0.000000	
72.000000	0.539525	0.000000	0.032481	-0.019168	0.032481	0.019168	0.460475	-0.000000	
73.000000	0.540364	0.000000	0.031284	-0.025348	0.031284	0.025348	0.459636	-0.000000	
74.000000	0.541432	0.000000	0.030115	-0.031306	0.030115	0.031306	0.458568	-0.000000	
