t	Re(rho11)	Im(rho11)	Re(rho12)	Im(rho12)	Re(rho21)	Im(rho21)	Re(rho22)	Im(rho22)	
39.000000	0.667142	-0.000000	-0.007974	0.263038	-0.007974	-0.263038	0.332858	-0.000000	
40.000000	0.657359	-0.000000	-0.009286	0.256276	-0.009286	-0.256276	0.342641	-0.000000	
41.000000	0.647837	-0.000000	-0.010630	0.249175	-0.010630	-0.249175	0.352163	-0.000000	
42.000000	0.638588	-0.000000	-0.012004	0.241766	-0.012004	-0.241766	0.361412	-0.000000	
43.000000	0.629623	-0.000000	-0.013402	0.234083	-0.013402	-0.234083	0.370377	-0.000000	
44.000000	0.620953	-0.000000	-0.014822	0.226155	-0.014822	-0.226155	0.379047	-0.000000	
45.000000	0.612586	-0.000000	-0.016259	0.218015	-0.016259	-0.218015	0.387414	-0.000000	
46.000000	0.604529	-0.000000	-0.017710	0.209690	-0.017710	-0.209690	0.395471	-0.000000	
47.000000	0.596788	-0.000000	-0.019171	0.201210	-0.019171	-0.201210	0.403212	-0.000000	
48.000000	0.589370	-0.000000	-0.020640	0.192601	-0.020640	-0.192601	0.410630	-0.000000	
49.000000	0.582278	-0.000000	-0.022113	0.183892	-0.022113	-0.183892	0.417722	-0.000000	
50.000000	0.575515	-0.000000	-0.023589	0.175106	-0.023589	-0.175106	0.424485	0.000000	
51.000000	0.569085	-0.000000	-0.025063	0.166268	-0.025063	-0.166268	0.430915	0.000000	
52.000000	0.562988	-0.000000	-0.026534	0.157402	-0.026534	-0.157402	0.437012	0.000000	
53.000000	0.557225	-0.000000	-0.028000	0.148530	-0.028000	-0.148530	0.442775	0.000000	
54.000000	0.551797	-0.000000	-0.029458	0.139674	-0.029458	-0.139674	0.448203	0.000000	
55.000000	0.546701	-0.000000	-0.030908	0.130854	-0.030908	-0.130854	0.453299	0.000000	
56.000000	0.541937	-0.000000	-0.032347	0.122090	-0.032347	-0.122090	0.458063	0.000000	
57.000000	0.537501	-0.000000	-0.033775	0.113400	-0.033775	-0.113400	0.462499	0.000000	
58.000000	0.533391	-0.000000	-0.035189	0.104801	-0.035189	-0.104801	0.466609	0.000000	
59.000000	0.529603	-0.000000	-0.036590	0.096311	-0.036590	-0.096311	0.470397	0.000000	
60.000000	0.526133	-0.000000	-0.037975	0.087946	-0.037975	-0.087946	0.473867	0.000000	
61.000000	0.522975	-0.000000	-0.039345	0.079720	-0.039345	-0.079720	0.477025	0.000000	
62.000000	0.520125	-0.000000	-0.040699	0.071647	-0.040699	-0.071647	0.479875	0.000000	
63.000000	0.517575	-0.000000	-0.042036	0.063740	-0.042036	-0.063740	0.482425	0.000000	
64.000000	0.515320	-0.000000	-0.043356	0.056013	-0.043356	-0.056013	0.484680	0.000000	
65.000000	0.513353	-0.000000	-0.044658	0.048476	-0.044658	-0.048476	0.486647	0.000000	
66.000000	0.511665	-0.000000	-0.045944	0.041140	-0.045944	-0.041140	0.488335	0.000000	
67.000000	0.510251	-0.000000	-0.047211	0.034015	-0.047211	-0.034015	0.489749	0.000000	
68.000000	0.509100	-0.000000	-0.048462	0.027111	-0.048462	-0.027111	0.490900	0.000000	
69.000000	0.508205	-0.000000	-0.049694	0.020436	-0.049694	-0.020436	0.491795	0.000000	
70.000000	0.507557	-0.000000	-0.050910	0.013997	-0.050910	-0.013997	0.492443	0.000000	
71.000000	0.507148	-0.000000	-0.052108	0.007801	-0.052108	-0.007801	0.492852	0.000000	
72.000000	0.506967	-0.000000	-0.053289	0.001854	-0.053289	-0.001854	0.493033	0.000000	
73.000000	0.507005	-0.000000	-0.054453	-0.003837	-0.054453	0.003837	0.492995	0.000000	
74.000000	0.507253	-0.000000	-0.055601	-0.009269	-0.055601	0.009269	0.492747	0.000000	
75.000000	0.507701	-0.000000	-0.056733	-0.014437	-0.056733	0.014437	0.492299	0.000000	
76.000000	0.508338	0.000000	-0.057849	-0.019338	-0.057849	0.019338	0.491662	0.000000	
77.000000	0.509155	0.000000	-0.058950	-0.023970	-0.058950	0.023970	0.490845	0.000000	
78.000000	0.510141	0.000000	-0.060035	-0.028330	-0.060035	0.028330	0.489859	0.000000	
79.000000	0.511286	0.000000	-0.061105	-0.032417	-0.061105	0.032417	0.488714	0.000000	
80.000000	0.512580	0.000000	-0.062161	-0.036230	-0.062161	0.036230	0.487420	0.000000	
81.000000	0.514013	0.000000	-0.063203	-0.039768	-0.063203	0.039768	0.485987	0.000000	
82.000000	0.515571	0.000000	-0.064232	-0.043038	-0.064232	0.043038	0.484429	0.000000	
83.000000	0.517255	0.000000	-0.065246	-0.046014	-0.065246	0.046014	0.482745	0.000000	
84.000000	0.519039	0.000000	-0.066249	-0.048733	-0.066249	0.048733	0.480961	0.000000	
85.000000	0.520916	0.000000	-0.067237	-0.051223	-0.067237	0.051223	0.479084	0.000000	
86.000000	0.522888	0.000000	-0.068213	-0.053415	-0.068213	0.053415	0.477112	0.000000	
87.000000	0.524938	0.000000	-0.069178	-0.055336	-0.069178	0.055336	0.475062	0.000000	
88.000000	0.527055	0.000000	-0.070130	-0.057002	-0.070130	0.057002	0.472945	0.000000	
89.000000	0.529232	0.000000	-0.071071	-0.058410	-0.071071	0.058410	0.470768	-0.000000	
90.000000	0.531455	0.000000	-0.072000	-0.059583	-0.072000	0.059583	0.468545	-0.000000	
91.000000	0.533720	0.000000	-0.072918	-0.060486	-0.072918	0.060486	0.466280	-0.000000	
92.000000	0.536011	0.000000	-0.073827	-0.061180	-0.073827	0.061180	0.463989	-0.000000	
93.000000	0.538325	0.000000	-0.074724	-0.061634	-0.074724	0.061634	0.461675	-0.000000	
94.000000	0.540652	0.000000	-0.075610	-0.061858	-0.075610	0.061858	0.459348	-0.000000	
95.000000	0.542984	0.000000	-0.076488	-0.061864	-0.076488	0.061864	0.457016	-0.000000	
96.000000	0.545311	0.000000	-0.077354	-0.061655	-0.077354	0.061655	0.454689	-0.000000	
97.000000	0.547628	0.000000	-0.078212	-0.061253	-0.078212	0.061253	0.452372	-0.000000	
98.000000	0.549923	0.000000	-0.079059	-0.060632	-0.079059	0.060632	0.450077	-0.000000	
99.000000	0.552194	0.000000	-0.079898	-0.059838	-0.079898	0.059838	0.447806	-0.000000	
100.000000	0.554432	0.000000	-0.080726	-0.058869	-0.080726	0.058869	0.445568	-0.000000	
101.000000	0.556627	0.000000	-0.081546	-0.057713	-0.081546	0.057713	0.443373	-0.000000	
102.000000	0.558776	0.000000	-0.082358	-0.056395	-0.082358	0.056395	0.441224	-0.000000	
103.000000	0.560875	0.000000	-0.083160	-0.054931	-0.083160	0.054931	0.439125	-0.000000	
104.000000	0.562915	0.000000	-0.083954	-0.053315	-0.083954	0.053315	0.437085	-0.000000	
105.000000	0.564893	0.000000	-0.084739	-0.051566	-0.084739	0.051566	0.435107	-0.000000	
106.000000	0.566796	0.000000	-0.085516	-0.049677	-0.085516	0.049677	0.433204	-0.000000	
107.000000	0.568633	0.000000	-0.086285	-0.047680	-0.086285	0.047680	0.431367	-0.000000	
108.000000	0.570390	0.000000	-0.087045	-0.045569	-0.087045	0.045569	0.429610	-0.000000	
109.000000	0.572062	0.000000	-0.087798	-0.043352	-0.087798	0.043352	0.427938	-0.000000	
110.000000	0.573659	0.000000	-0.088543	-0.041057	-0.088543	0.041057	0.426341	-0.000000	
111.000000	0.575157	0.000000	-0.089278	-0.038668	-0.089278	0.038668	0.424843	-0.000000	
112.000000	0.576570	0.000000	-0.090008	-0.036209	-0.090008	0.036209	0.423430	-0.000000	
113.000000	0.577887	0.000000	-0.090730	-0.033682	-0.090730	0.033682	0.422113	-0.000000	
114.000000	0.579104	0.000000	-0.091444	-0.031098	-0.091444	0.031098	0.420896	-0.000000	
115.000000	0.580227	0.000000	-0.092152	-0.028469	-0.092152	0.028469	0.419773	-0.000000	
116.000000	0.581251	0.000000	-0.092851	-0.025803	-0.092851	0.025803	0.418749	-0.000000	
117.000000	0.582173	0.000000	-0.093542	-0.023106	-0.093542	0.023106	0.417827	-0.000000	
118.000000	0.582994	0.000000	-0.094228	-0.020386	-0.094228	0.020386	0.417006	-0.000000	
119.000000	0.583706	0.000000	-0.094908	-0.017652	-0.094908	0.017652	0.416294	-0.000000	
120.000000	0.584318	0.000000	-0.095581	-0.014913	-0.095581	0.014913	0.415682	-0.000000	
121.000000	0.584834	0.000000	-0.096245	-0.012175	-0.096245	0.012175	0.415166	-0.000000	
122.000000	0.585240	0.000000	-0.096901	-0.009443	-0.096901	0.009443	0.414760	-0.000000	
123.000000	0.585541	0.000000	-0.097552	-0.006729	-0.097552	0.006729	0.414459	-0.000000	
124.000000	0.585745	0.000000	-0.098198	-0.004038	-0.098198	0.004038	0.414255	-0.000000	
125.000000	0.585851	-0.000000	-0.098837	-0.001373	-0.098837	0.001373	0.414149	0.000000	
126.000000	0.585846	-0.000000	-0.099471	0.001250	-0.099471	-0.001250	0.414154	0.000000	
127.000000	0.585755	-0.000000	-0.100098	0.003838	-0.100098	-0.003838	0.414245	0.000000	
128.000000	0.585561	-0.000000	-0.100720	0.006377	-0.100720	-0.006377	0.414439	0.000000	
129.000000	0.585276	-0.000000	-0.101336	0.008864	-0.101336	-0.008864	0.414724	0.000000	
130.000000	0.584894	-0.000000	-0.101947	0.011287	-0.101947	-0.011287	0.415106	0.000000	
131.000000	0.584421	-0.000000	-0.102552	0.013649	-0.102552	-0.013649	0.415579	0.000000	
132.000000	0.583868	-0.000000	-0.103153	0.015949	-0.103153	-0.015949	0.416132	0.000000	
133.000000	0.583220	-0.000000	-0.103748	0.018168	-0.103748	-0.018168	0.416780	0.000000	
134.000000	0.582499	-0.000000	-0.104339	0.020322	-0.104339	-0.020322	0.417501	0.000000	
135.000000	0.581691	-0.000000	-0.104925	0.022388	-0.104925	-0.022388	0.418309	0.000000	
136.000000	0.580810	-0.000000	-0.105506	0.024375	-0.105506	-0.024375	0.419190	0.000000	
137.000000	0.579857	-0.000000	-0.106083	0.026278	-0.106083	-0.026278	0.420143	0.000000	
138.000000	0.578828	-0.000000	-0.106656	0.028083	-0.106656	-0.028083	0.421172	0.000000	
139.000000	0.577738	-0.000000	-0.107224	0.029795	-0.107224	-0.029795	0.422262	0.000000	
140.000000	0.576587	-0.000000	-0.107789	0.031411	-0.107789	-0.031411	0.423413	0.000000	
141.000000	0.575375	-0.000000	-0.108350	0.032986	-0.108350	-0.032986	0.424625	0.000000	
142.000000	0.574101	-0.000000	-0.108907	0.034422	-0.108907	-0.034422	0.425899	0.000000	
143.000000	0.572777	-0.000000	-0.109460	0.035761	-0.109460	-0.035761	0.427223	0.000000	
144.000000	0.571410	-0.000000	-0.110011	0.037013	-0.110011	-0.037013	0.428590	0.000000	
145.000000	0.569991	-0.000000	-0.110558	0.038155	-0.110558	-0.038155	0.430009	0.000000	
146.000000	0.568535	-0.000000	-0.111102	0.039208	-0.111102	-0.039208	0.431465	0.000000	
147.000000	0.567039	-0.000000	-0.111642	0.040158	-0.111642	-0.040158	0.432961	0.000000	
148.000000	0.565508	-0.000000	-0.112180	0.041002	-0.112180	-0.041002	0.434492	0.000000	
149.000000	0.563950	-0.000000	-0.112715	0.041757	-0.112715	-0.041757	0.436050	0.000000	
150.000000	0.562364	-0.000000	-0.113248	0.042417	-0.113248	-0.042417	0.437636	0.000000	
151.000000	0.560755	-0.000000	-0.113779	0.042989	-0.113779	-0.042989	0.439245	0.000000	
152.000000	0.559126	-0.000000	-0.114306	0.043456	-0.114306	-0.043456	0.440874	0.000000	
153.000000	0.557482	-0.000000	-0.114832	0.043828	-0.114832	-0.043828	0.442518	0.000000	
154.000000	0.555824	-0.000000	-0.115355	0.044106	-0.115355	-0.044106	0.444176	0.000000	
155.000000	0.554159	-0.000000	-0.115876	0.044297	-0.115876	-0.044297	0.445841	0.000000	
156.000000	0.552488	-0.000000	-0.116395	0.044402	-0.116395	-0.044402	0.447512	0.000000	
157.000000	0.550814	-0.000000	-0.116912	0.044414	-0.116912	-0.044414	0.449186	0.000000	
158.000000	0.549142	-0.000000	-0.117427	0.044355	-0.117427	-0.044355	0.450858	0.000000	
159.000000	0.547473	-0.000000	-0.117941	0.044205	-0.117941	-0.044205	0.452527	0.000000	
160.000000	0.545812	-0.000000	-0.118452	0.043979	-0.118452	-0.043979	0.454188	0.000000	
161.000000	0.544161	-0.000000	-0.118962	0.043674	-0.118962	-0.043674	0.455839	0.000000	
162.000000	0.542523	-0.000000	-0.119469	0.043290	-0.119469	-0.043290	0.457477	0.000000	
163.000000	0.540899	-0.000000	-0.119975	0.042840	-0.119975	-0.042840	0.459101	0.000000	
164.000000	0.539293	-0.000000	-0.120482	0.042343	-0.120482	-0.042343	0.460707	0.000000	
165.000000	0.537709	-0.000000	-0.120986	0.041763	-0.120986	-0.041763	0.462291	0.000000	
166.000000	0.536149	-0.000000	-0.121487	0.041121	-0.121487	-0.041121	0.463851	0.000000	
167.000000	0.534611	-0.000000	-0.121988	0.040426	-0.121988	-0.040426	0.465389	0.000000	
168.000000	0.533103	-0.000000	-0.122486	0.039673	-0.122486	-0.039673	0.466897	0.000000	
169.000000	0.531623	-0.000000	-0.122984	0.038868	-0.122984	-0.038868	0.468377	0.000000	
170.000000	0.530173	-0.000000	-0.123480	0.038023	-0.123480	-0.038023	0.469827	0.000000	
171.000000	0.528757	-0.000000	-0.123975	0.037130	-0.123975	-0.037130	0.471243	0.000000	
172.000000	0.527376	-0.000000	-0.124468	0.036193	-0.124468	-0.036193	0.472624	0.000000	
173.000000	0.526032	-0.000000	-0.124959	0.035218	-0.124959	-0.035218	0.473968	0.000000	
174.000000	0.524723	-0.000000	-0.125449	0.034211	-0.125449	-0.034211	0.475277	0.000000	
175.000000	0.523453	-0.000000	-0.125936	0.033167	-0.125936	-0.033167	0.476547	0.000000	
176.000000	0.522223	-0.000000	-0.126425	0.032110	-0.126425	-0.032110	0.477777	0.000000	
177.000000	0.521036	-0.000000	-0.126910	0.031019	-0.126910	-0.031019	0.478964	0.000000	
178.000000	0.519890	-0.000000	-0.127393	0.029906	-0.127393	-0.029906	0.480110	0.000000	
179.000000	0.518781	-0.000000	-0.127875	0.028778	-0.127875	-0.028778	0.481219	0.000000	
180.000000	0.517718	-0.000000	-0.128355	0.027634	-0.128355	-0.027634	0.482282	0.000000	
181.000000	0.516699	-0.000000	-0.128834	0.026482	-0.128834	-0.026482	0.483301	0.000000	
182.000000	0.515723	-0.000000	-0.129310	0.025319	-0.129310	-0.025319	0.484277	0.000000	
183.000000	0.514792	-0.000000	-0.129785	0.024150	-0.129785	-0.024150	0.485208	0.000000	
184.000000	0.513904	0.000000	-0.130257	0.022980	-0.130257	-0.022980	0.486096	-0.000000	
185.000000	0.513059	0.000000	-0.130724	0.021804	-0.130724	-0.021804	0.486941	-0.000000	
186.000000	0.512259	0.000000	-0.131184	0.020625	-0.131184	-0.020625	0.487741	-0.000000	
187.000000	0.511502	0.000000	-0.131655	0.019473	-0.131655	-0.019473	0.488498	-0.000000	
188.000000	0.510790	0.000000	-0.132129	0.018335	-0.132129	-0.018335	0.489210	-0.000000	
189.000000	0.510123	0.000000	-0.132592	0.017195	-0.132592	-0.017195	0.489877	-0.000000	
190.000000	0.509497	0.000000	-0.133050	0.016067	-0.133050	-0.016067	0.490503	-0.000000	
191.000000	0.508911	0.000000	-0.133504	0.014953	-0.133504	-0.014953	0.491089	-0.000000	
192.000000	0.508368	0.000000	-0.133962	0.013861	-0.133962	-0.013861	0.491632	-0.000000	
193.000000	0.507867	0.000000	-0.134416	0.012788	-0.134416	-0.012788	0.492133	-0.000000	
194.000000	0.507405	0.000000	-0.134866	0.011737	-0.134866	-0.011737	0.492595	-0.000000	
195.000000	0.506981	0.000000	-0.135313	0.010710	-0.135313	-0.010710	0.493019	-0.000000	
196.000000	0.506598	0.000000	-0.135760	0.009704	-0.135760	-0.009704	0.493402	-0.000000	
197.000000	0.506251	0.000000	-0.136203	0.008727	-0.136203	-0.008727	0.493749	-0.000000	
198.000000	0.505941	0.000000	-0.136643	0.007781	-0.136643	-0.007781	0.494059	-0.000000	
199.000000	0.505664	0.000000	-0.137080	0.006861	-0.137080	-0.006861	0.494336	-0.000000	
200.000000	0.505423	0.000000	-0.137513	0.005976	-0.137513	-0.005976	0.494577	-0.000000	
201.000000	0.505213	0.000000	-0.137945	0.005118	-0.137945	-0.005118	0.494787	-0.000000	
202.000000	0.505038	0.000000	-0.138373	0.004298	-0.138373	-0.004298	0.494962	-0.000000	
203.000000	0.504890	0.000000	-0.138798	0.003511	-0.138798	-0.003511	0.495110	-0.000000	
204.000000	0.504772	0.000000	-0.139220	0.002756	-0.139220	-0.002756	0.495228	-0.000000	
205.000000	0.504682	0.000000	-0.139639	0.002041	-0.139639	-0.002041	0.495318	-0.000000	
206.000000	0.504618	0.000000	-0.140055	0.001358	-0.140055	-0.001358	0.495382	-0.000000	
207.000000	0.504579	0.000000	-0.140468	0.000716	-0.140468	-0.000716	0.495421	-0.000000	
208.000000	0.504564	0.000000	-0.140877	0.000105	-0.140877	-0.000105	0.495436	-0.000000	
209.000000	0.504572	0.000000	-0.141283	-0.000463	-0.141283	0.000463	0.495428	-0.000000	
210.000000	0.504599	0.000000	-0.141686	-0.000996	-0.141686	0.000996	0.495401	-0.000000	
211.000000	0.504646	0.000000	-0.142086	-0.001488	-0.142086	0.001488	0.495354	-0.000000	
212.000000	0.504711	0.000000	-0.142482	-0.001950	-0.142482	0.001950	0.495289	-0.000000	
213.000000	0.504793	0.000000	-0.142875	-0.002372	-0.142875	0.002372	0.495207	-0.000000	
214.000000	0.504890	0.000000	-0.143264	-0.002753	-0.143264	0.002753	0.495110	-0.000000	
215.000000	0.505000	0.000000	-0.143650	-0.003100	-0.143650	0.003100	0.495000	-0.000000	
216.000000	0.505123	0.000000	-0.144033	-0.003410	-0.144033	0.003410	0.494877	-0.000000	
217.000000	0.505257	0.000000	-0.144412	-0.003681	-0.144412	0.003681	0.494743	-0.000000	
218.000000	0.505400	0.000000	-0.144787	-0.003926	-0.144787	0.003926	0.494600	-0.000000	
219.000000	0.505552	0.000000	-0.145159	-0.004130	-0.145159	0.004130	0.494448	-0.000000	
220.000000	0.505711	0.000000	-0.145528	-0.004297	-0.145528	0.004297	0.494289	-0.000000	
221.000000	0.505876	0.000000	-0.145894	-0.004435	-0.145894	0.004435	0.494124	-0.000000	
222.000000	0.506045	0.000000	-0.146255	-0.004539	-0.146255	0.004539	0.493955	-0.000000	
223.000000	0.506218	0.000000	-0.146614	-0.004612	-0.146614	0.004612	0.493782	-0.000000	
224.000000	0.506392	0.000000	-0.146969	-0.004652	-0.146969	0.004652	0.493608	-0.000000	
225.000000	0.506568	0.000000	-0.147321	-0.004659	-0.147321	0.004659	0.493432	-0.000000	
226.000000	0.506744	0.000000	-0.147669	-0.004649	-0.147669	0.004649	0.493256	-0.000000	
227.000000	0.506918	0.000000	-0.148013	-0.004606	-0.148013	0.004606	0.493082	-0.000000	
228.000000	0.507090	0.000000	-0.148355	-0.004531	-0.148355	0.004531	0.492910	-0.000000	
229.000000	0.507260	0.000000	-0.148693	-0.004435	-0.148693	0.004435	0.492740	-0.000000	
230.000000	0.507425	0.000000	-0.149028	-0.004314	-0.149028	0.004314	0.492575	-0.000000	
231.000000	0.507585	0.000000	-0.149360	-0.004163	-0.149360	0.004163	0.492415	-0.000000	
232.000000	0.507739	0.000000	-0.149688	-0.004003	-0.149688	0.004003	0.492261	-0.000000	
233.000000	0.507886	0.000000	-0.150013	-0.003819	-0.150013	0.003819	0.492114	-0.000000	
234.000000	0.508026	0.000000	-0.150334	-0.003611	-0.150334	0.003611	0.491974	-0.000000	
235.000000	0.508158	0.000000	-0.150653	-0.003384	-0.150653	0.003384	0.491842	-0.000000	
236.000000	0.508281	0.000000	-0.150969	-0.003141	-0.150969	0.003141	0.491719	-0.000000	
237.000000	0.508395	0.000000	-0.151282	-0.002881	-0.151282	0.002881	0.491605	-0.000000	
238.000000	0.508499	0.000000	-0.151590	-0.002612	-0.151590	0.002612	0.491501	-0.000000	
239.000000	0.508592	0.000000	-0.151897	-0.002327	-0.151897	0.002327	0.491408	-0.000000	
240.000000	0.508674	0.000000	-0.152200	-0.002028	-0.152200	0.002028	0.491326	-0.000000	
241.000000	0.508744	0.000000	-0.152501	-0.001718	-0.152501	0.001718	0.491256	-0.000000	
242.000000	0.508804	0.000000	-0.152799	-0.001399	-0.152799	0.001399	0.491196	-0.000000	
243.000000	0.508850	0.000000	-0.153093	-0.001073	-0.153093	0.001073	0.491150	-0.000000	
244.000000	0.508884	0.000000	-0.153385	-0.000737	-0.153385	0.000737	0.491116	-0.000000	
245.000000	0.508906	0.000000	-0.153674	-0.000400	-0.153674	0.000400	0.491094	-0.000000	
246.000000	0.508915	0.000000	-0.153960	-0.000057	-0.153960	0.000057	0.491085	-0.000000	
247.000000	0.508910	0.000000	-0.154244	0.000293	-0.154244	-0.000293	0.491090	-0.000000	
248.000000	0.508893	0.000000	-0.154525	0.000645	-0.154525	-0.000645	0.491107	-0.000000	
249.000000	0.508862	0.000000	-0.154804	0.000998	-0.154804	-0.000998	0.491138	-0.000000	
250.000000	0.508818	0.000000	-0.155082	0.001356	-0.155082	-0.001356	0.491182	-0.000000	
251.000000	0.508761	0.000000	-0.155353	0.001702	-0.155353	-0.001702	0.491239	-0.000000	
252.000000	0.508689	0.000000	-0.155624	0.002052	-0.155624	-0.002052	0.491311	-0.000000	
253.000000	0.508605	0.000000	-0.155893	0.002402	-0.155893	-0.002402	0.491395	-0.000000	
254.000000	0.508509	0.000000	-0.156160	0.002748	-0.156160	-0.002748	0.491491	-0.000000	
255.000000	0.508399	0.000000	-0.156424	0.003089	-0.156424	-0.003089	0.491601	-0.000000	
256.000000	0.508276	0.000000	-0.156687	0.003426	-0.156687	-0.003426	0.491724	-0.000000	
257.000000	0.508142	0.000000	-0.156946	0.003754	-0.156946	-0.003754	0.491858	-0.000000	
258.000000	0.507993	0.000000	-0.157204	0.004078	-0.157204	-0.004078	0.492007	-0.000000	
259.000000	0.507834	0.000000	-0.157461	0.004395	-0.157461	-0.004395	0.492166	-0.000000	
260.000000	0.507663	0.000000	-0.157712	0.004701	-0.157712	-0.004701	0.492337	-0.000000	
261.000000	0.507480	0.000000	-0.157964	0.004999	-0.157964	-0.004999	0.492520	-0.000000	
262.000000	0.507287	0.000000	-0.158215	0.005289	-0.158215	-0.005289	0.492713	-0.000000	
263.000000	0.507082	0.000000	-0.158462	0.005568	-0.158462	-0.005568	0.492918	-0.000000	
264.000000	0.506867	0.000000	-0.158708	0.005837	-0.158708	-0.005837	0.493133	-0.000000	
265.000000	0.506642	0.000000	-0.158953	0.006093	-0.158953	-0.006093	0.493358	-0.000000	
266.000000	0.506408	0.000000	-0.159191	0.006346	-0.159191	-0.006346	0.493592	-0.000000	
267.000000	0.506164	0.000000	-0.159431	0.006582	-0.159431	-0.006582	0.493836	-0.000000	
268.000000	0.505911	0.000000	-0.159669	0.006805	-0.159669	-0.006805	0.494089	-0.000000	
269.000000	0.505651	0.000000	-0.159906	0.007018	-0.159906	-0.007018	0.494349	-0.000000	
270.000000	0.505383	0.000000	-0.160141	0.007215	-0.160141	-0.007215	0.494617	-0.000000	
271.000000	0.505107	0.000000	-0.160375	0.007400	-0.160375	-0.007400	0.494893	-0.000000	
272.000000	0.504825	0.000000	-0.160606	0.007578	-0.160606	-0.007578	0.495175	-0.000000	
273.000000	0.504537	0.000000	-0.160836	0.007743	-0.160836	-0.007743	0.495463	-0.000000	
274.000000	0.504242	0.000000	-0.161065	0.007889	-0.161065	-0.007889	0.495758	-0.000000	
275.000000	0.503942	0.000000	-0.161292	0.008023	-0.161292	-0.008023	0.496058	-0.000000	
276.000000	0.503637	0.000000	-0.161518	0.008146	-0.161518	-0.008146	0.496363	-0.000000	
277.000000	0.503328	0.000000	-0.161742	0.008249	-0.161742	-0.008249	0.496672	-0.000000	
