t	Re(rho11)	Im(rho11)	Re(rho12)	Im(rho12)	Re(rho21)	Im(rho21)	Re(rho22)	Im(rho22)	
32.000000	0.745872	0.000000	0.061035	0.289225	0.061035	-0.289225	0.254128	0.000000	
33.000000	0.735040	0.000000	0.061169	0.285705	0.061169	-0.285705	0.264960	0.000000	
34.000000	0.724351	-0.000000	0.061102	0.281654	0.061102	-0.281654	0.275649	0.000000	
35.000000	0.713824	-0.000000	0.060841	0.277107	0.060841	-0.277107	0.286176	0.000000	
36.000000	0.703477	-0.000000	0.060393	0.272099	0.060393	-0.272099	0.296523	0.000000	
37.000000	0.693327	-0.000000	0.059766	0.266667	0.059766	-0.266667	0.306673	0.000000	
38.000000	0.683389	-0.000000	0.058969	0.260843	0.058969	-0.260843	0.316611	0.000000	
39.000000	0.673678	-0.000000	0.058011	0.254664	0.058011	-0.254664	0.326322	0.000000	
40.000000	0.664205	-0.000000	0.056903	0.248160	0.056903	-0.248160	0.335795	0.000000	
41.000000	0.654983	-0.000000	0.055654	0.241365	0.055654	-0.241365	0.345017	0.000000	
42.000000	0.646022	-0.000000	0.054275	0.234309	0.054275	-0.234309	0.353978	0.000000	
43.000000	0.637331	-0.000000	0.052776	0.227022	0.052776	-0.227022	0.362669	0.000000	
44.000000	0.628919	-0.000000	0.051166	0.219533	0.051166	-0.219533	0.371081	0.000000	
45.000000	0.620792	-0.000000	0.049457	0.211870	0.049457	-0.211870	0.379208	0.000000	
46.000000	0.612957	-0.000000	0.047658	0.204060	0.047658	-0.204060	0.387043	0.000000	
47.000000	0.605419	-0.000000	0.045778	0.196128	0.045778	-0.196128	0.394581	0.000000	
48.000000	0.598181	-0.000000	0.043827	0.188098	0.043827	-0.188098	0.401819	0.000000	
49.000000	0.591247	-0.000000	0.041814	0.179994	0.041814	-0.179994	0.408753	0.000000	
50.000000	0.584620	-0.000000	0.039748	0.171838	0.039748	-0.171838	0.415380	0.000000	
51.000000	0.578300	-0.000000	0.037635	0.163652	0.037635	-0.163652	0.421700	0.000000	
52.000000	0.572289	-0.000000	0.035485	0.155456	0.035485	-0.155456	0.427711	0.000000	
53.000000	0.566587	-0.000000	0.033304	0.147269	0.033304	-0.147269	0.433413	0.000000	
54.000000	0.561193	-0.000000	0.031098	0.139110	0.031098	-0.139110	0.438807	0.000000	
55.000000	0.556105	-0.000000	0.028875	0.130996	0.028875	-0.130996	0.443895	0.000000	
56.000000	0.551322	-0.000000	0.026640	0.122944	0.026640	-0.122944	0.448678	0.000000	
57.000000	0.546841	-0.000000	0.024398	0.114969	0.024398	-0.114969	0.453159	0.000000	
58.000000	0.542658	-0.000000	0.022155	0.107087	0.022155	-0.107087	0.457342	0.000000	
59.000000	0.538771	-0.000000	0.019914	0.099312	0.019914	-0.099312	0.461229	0.000000	
60.000000	0.535174	-0.000000	0.017680	0.091656	0.017680	-0.091656	0.464826	0.000000	
61.000000	0.531864	-0.000000	0.015456	0.084133	0.015456	-0.084133	0.468136	0.000000	
62.000000	0.528834	-0.000000	0.013247	0.076755	0.013247	-0.076755	0.471166	0.000000	
63.000000	0.526079	-0.000000	0.011054	0.069532	0.011054	-0.069532	0.473921	0.000000	
64.000000	0.523593	-0.000000	0.008881	0.062476	0.008881	-0.062476	0.476407	0.000000	
65.000000	0.521369	-0.000000	0.006730	0.055595	0.006730	-0.055595	0.478631	0.000000	
66.000000	0.519402	-0.000000	0.004603	0.048899	0.004603	-0.048899	0.480598	0.000000	
67.000000	0.517683	-0.000000	0.002502	0.042397	0.002502	-0.042397	0.482317	0.000000	
68.000000	0.516205	-0.000000	0.000428	0.036096	0.000428	-0.036096	0.483795	0.000000	
69.000000	0.514961	-0.000000	-0.001617	0.030004	-0.001617	-0.030004	0.485039	0.000000	
70.000000	0.513942	-0.000000	-0.003632	0.024126	-0.003632	-0.024126	0.486058	0.000000	
71.000000	0.513140	-0.000000	-0.005615	0.018469	-0.005615	-0.018469	0.486860	0.000000	
72.000000	0.512548	-0.000000	-0.007567	0.013039	-0.007567	-0.013039	0.487452	0.000000	
73.000000	0.512155	-0.000000	-0.009486	0.007839	-0.009486	-0.007839	0.487845	0.000000	
74.000000	0.511954	-0.000000	-0.011372	0.002874	-0.011372	-0.002874	0.488046	0.000000	
75.000000	0.511936	-0.000000	-0.013225	-0.001853	-0.013225	0.001853	0.488064	0.000000	
76.000000	0.512091	-0.000000	-0.015044	-0.006339	-0.015044	0.006339	0.487909	0.000000	
77.000000	0.512411	-0.000000	-0.016828	-0.010581	-0.016828	0.010581	0.487589	0.000000	
78.000000	0.512886	-0.000000	-0.018579	-0.014578	-0.018579	0.014578	0.487114	0.000000	
79.000000	0.513506	-0.000000	-0.020295	-0.018328	-0.020295	0.018328	0.486494	0.000000	
80.000000	0.514264	-0.000000	-0.021977	-0.021831	-0.021977	0.021831	0.485736	0.000000	
81.000000	0.515148	-0.000000	-0.023625	-0.025088	-0.023625	0.025088	0.484852	0.000000	
82.000000	0.516151	-0.000000	-0.025239	-0.028097	-0.025239	0.028097	0.483849	0.000000	
83.000000	0.517258	-0.000000	-0.026821	-0.030870	-0.026821	0.030870	0.482742	0.000000	
84.000000	0.518462	-0.000000	-0.028371	-0.033409	-0.028371	0.033409	0.481538	0.000000	
85.000000	0.519771	-0.000000	-0.029883	-0.035665	-0.029883	0.035665	0.480229	0.000000	
86.000000	0.521155	-0.000000	-0.031368	-0.037693	-0.031368	0.037693	0.478845	0.000000	
87.000000	0.522605	-0.000000	-0.032811	-0.039523	-0.032811	0.039523	0.477395	0.000000	
88.000000	0.524126	-0.000000	-0.034224	-0.041089	-0.034224	0.041089	0.475874	0.000000	
89.000000	0.525700	-0.000000	-0.035608	-0.042427	-0.035608	0.042427	0.474300	0.000000	
90.000000	0.527320	-0.000000	-0.036962	-0.043536	-0.036962	0.043536	0.472680	0.000000	
91.000000	0.528978	-0.000000	-0.038282	-0.044426	-0.038282	0.044426	0.471022	0.000000	
92.000000	0.530665	-0.000000	-0.039572	-0.045109	-0.039572	0.045109	0.469335	0.000000	
93.000000	0.532374	0.000000	-0.040833	-0.045574	-0.040833	0.045574	0.467626	0.000000	
94.000000	0.534097	0.000000	-0.042062	-0.045833	-0.042062	0.045833	0.465903	0.000000	
95.000000	0.535826	0.000000	-0.043266	-0.045905	-0.043266	0.045905	0.464174	-0.000000	
96.000000	0.537553	0.000000	-0.044437	-0.045769	-0.044437	0.045769	0.462447	-0.000000	
97.000000	0.539272	0.000000	-0.045583	-0.045454	-0.045583	0.045454	0.460728	-0.000000	
98.000000	0.540977	0.000000	-0.046699	-0.044972	-0.046699	0.044972	0.459023	-0.000000	
99.000000	0.542659	0.000000	-0.047788	-0.044314	-0.047788	0.044314	0.457341	-0.000000	
100.000000	0.544312	0.000000	-0.048852	-0.043481	-0.048852	0.043481	0.455688	-0.000000	
101.000000	0.545933	0.000000	-0.049891	-0.042499	-0.049891	0.042499	0.454067	-0.000000	
102.000000	0.547514	0.000000	-0.050903	-0.041371	-0.050903	0.041371	0.452486	-0.000000	
103.000000	0.549050	0.000000	-0.051893	-0.040101	-0.051893	0.040101	0.450950	-0.000000	
104.000000	0.550533	0.000000	-0.052854	-0.038695	-0.052854	0.038695	0.449467	-0.000000	
105.000000	0.551964	0.000000	-0.053794	-0.037169	-0.053794	0.037169	0.448036	-0.000000	
106.000000	0.553332	0.000000	-0.054712	-0.035521	-0.054712	0.035521	0.446668	-0.000000	
107.000000	0.554640	0.000000	-0.055605	-0.033771	-0.055605	0.033771	0.445360	-0.000000	
108.000000	0.555873	0.000000	-0.056478	-0.031913	-0.056478	0.031913	0.444127	-0.000000	
109.000000	0.557041	0.000000	-0.057331	-0.029970	-0.057331	0.029970	0.442959	-0.000000	
110.000000	0.558134	0.000000	-0.058162	-0.027943	-0.058162	0.027943	0.441866	-0.000000	
111.000000	0.559142	0.000000	-0.058973	-0.025835	-0.058973	0.025835	0.440858	-0.000000	
112.000000	0.560078	0.000000	-0.059768	-0.023667	-0.059768	0.023667	0.439922	-0.000000	
113.000000	0.560928	0.000000	-0.060539	-0.021435	-0.060539	0.021435	0.439072	-0.000000	
114.000000	0.561692	0.000000	-0.061294	-0.019152	-0.061294	0.019152	0.438308	-0.000000	
115.000000	0.562371	0.000000	-0.062037	-0.016831	-0.062037	0.016831	0.437629	-0.000000	
116.000000	0.562960	0.000000	-0.062760	-0.014472	-0.062760	0.014472	0.437040	-0.000000	
117.000000	0.563463	0.000000	-0.063464	-0.012079	-0.063464	0.012079	0.436537	-0.000000	
118.000000	0.563873	0.000000	-0.064153	-0.009666	-0.064153	0.009666	0.436127	-0.000000	
119.000000	0.564185	0.000000	-0.064829	-0.007243	-0.064829	0.007243	0.435815	-0.000000	
120.000000	0.564415	0.000000	-0.065493	-0.004816	-0.065493	0.004816	0.435585	-0.000000	
121.000000	0.564550	0.000000	-0.066142	-0.002386	-0.066142	0.002386	0.435450	-0.000000	
122.000000	0.564598	0.000000	-0.066781	0.000032	-0.066781	-0.000032	0.435402	-0.000000	
123.000000	0.564548	0.000000	-0.067404	0.002443	-0.067404	-0.002443	0.435452	-0.000000	
124.000000	0.564410	0.000000	-0.068018	0.004831	-0.068018	-0.004831	0.435590	-0.000000	
125.000000	0.564181	0.000000	-0.068622	0.007190	-0.068622	-0.007190	0.435819	-0.000000	
126.000000	0.563870	0.000000	-0.069216	0.009521	-0.069216	-0.009521	0.436130	-0.000000	
127.000000	0.563468	0.000000	-0.069800	0.011813	-0.069800	-0.011813	0.436532	-0.000000	
128.000000	0.562979	0.000000	-0.070376	0.014064	-0.070376	-0.014064	0.437021	-0.000000	
129.000000	0.562410	0.000000	-0.070944	0.016267	-0.070944	-0.016267	0.437590	-0.000000	
130.000000	0.561751	0.000000	-0.071504	0.018414	-0.071504	-0.018414	0.438249	-0.000000	
131.000000	0.561023	0.000000	-0.072058	0.020512	-0.072058	-0.020512	0.438977	-0.000000	
132.000000	0.560208	0.000000	-0.072606	0.022545	-0.072606	-0.022545	0.439792	-0.000000	
133.000000	0.559321	0.000000	-0.073148	0.024513	-0.073148	-0.024513	0.440679	-0.000000	
134.000000	0.558363	0.000000	-0.073685	0.026416	-0.073685	-0.026416	0.441637	-0.000000	
135.000000	0.557332	0.000000	-0.074218	0.028245	-0.074218	-0.028245	0.442668	-0.000000	
136.000000	0.556237	0.000000	-0.074747	0.030006	-0.074747	-0.030006	0.443763	-0.000000	
137.000000	0.555071	0.000000	-0.075272	0.031679	-0.075272	-0.031679	0.444929	-0.000000	
138.000000	0.553849	0.000000	-0.075796	0.033284	-0.075796	-0.033284	0.446151	-0.000000	
139.000000	0.552565	0.000000	-0.076317	0.034804	-0.076317	-0.034804	0.447435	-0.000000	
140.000000	0.551225	0.000000	-0.076836	0.036237	-0.076836	-0.036237	0.448775	-0.000000	
141.000000	0.549838	0.000000	-0.077354	0.037595	-0.077354	-0.037595	0.450162	-0.000000	
142.000000	0.548395	0.000000	-0.077870	0.038854	-0.077870	-0.038854	0.451605	-0.000000	
143.000000	0.546910	0.000000	-0.078387	0.040038	-0.078387	-0.040038	0.453090	-0.000000	
144.000000	0.545380	0.000000	-0.078905	0.041131	-0.078905	-0.041131	0.454620	-0.000000	
145.000000	0.543811	0.000000	-0.079423	0.042134	-0.079423	-0.042134	0.456189	-0.000000	
146.000000	0.542207	0.000000	-0.079940	0.043051	-0.079940	-0.043051	0.457793	-0.000000	
147.000000	0.540568	0.000000	-0.080460	0.043873	-0.080460	-0.043873	0.459432	-0.000000	
148.000000	0.538901	0.000000	-0.080981	0.044615	-0.080981	-0.044615	0.461099	-0.000000	
149.000000	0.537208	0.000000	-0.081503	0.045264	-0.081503	-0.045264	0.462792	-0.000000	
150.000000	0.535492	0.000000	-0.082028	0.045829	-0.082028	-0.045829	0.464508	-0.000000	
151.000000	0.533756	0.000000	-0.082558	0.046313	-0.082558	-0.046313	0.466244	-0.000000	
152.000000	0.532003	0.000000	-0.083089	0.046706	-0.083089	-0.046706	0.467997	-0.000000	
153.000000	0.530238	0.000000	-0.083621	0.047014	-0.083621	-0.047014	0.469762	-0.000000	
154.000000	0.528461	0.000000	-0.084157	0.047235	-0.084157	-0.047235	0.471539	-0.000000	
155.000000	0.526679	0.000000	-0.084697	0.047385	-0.084697	-0.047385	0.473321	-0.000000	
156.000000	0.524892	0.000000	-0.085242	0.047454	-0.085242	-0.047454	0.475108	-0.000000	
157.000000	0.523104	0.000000	-0.085790	0.047447	-0.085790	-0.047447	0.476896	-0.000000	
158.000000	0.521318	0.000000	-0.086338	0.047358	-0.086338	-0.047358	0.478682	-0.000000	
159.000000	0.519537	0.000000	-0.086894	0.047201	-0.086894	-0.047201	0.480463	-0.000000	
160.000000	0.517762	0.000000	-0.087454	0.046978	-0.087454	-0.046978	0.482238	-0.000000	
161.000000	0.515998	0.000000	-0.088017	0.046675	-0.088017	-0.046675	0.484002	-0.000000	
162.000000	0.514246	0.000000	-0.088582	0.046315	-0.088582	-0.046315	0.485754	-0.000000	
163.000000	0.512508	0.000000	-0.089155	0.045894	-0.089155	-0.045894	0.487492	-0.000000	
164.000000	0.510789	0.000000	-0.089731	0.045408	-0.089731	-0.045408	0.489211	-0.000000	
165.000000	0.509088	0.000000	-0.090309	0.044867	-0.090309	-0.044867	0.490912	-0.000000	
166.000000	0.507409	0.000000	-0.090893	0.044272	-0.090893	-0.044272	0.492591	-0.000000	
167.000000	0.505753	0.000000	-0.091481	0.043624	-0.091481	-0.043624	0.494247	-0.000000	
168.000000	0.504122	0.000000	-0.092069	0.042928	-0.092069	-0.042928	0.495878	-0.000000	
169.000000	0.502519	0.000000	-0.092666	0.042186	-0.092666	-0.042186	0.497481	-0.000000	
170.000000	0.500943	0.000000	-0.093267	0.041404	-0.093267	-0.041404	0.499057	-0.000000	
171.000000	0.499401	0.000000	-0.093869	0.040577	-0.093869	-0.040577	0.500599	-0.000000	
172.000000	0.497887	0.000000	-0.094474	0.039718	-0.094474	-0.039718	0.502113	-0.000000	
173.000000	0.496407	0.000000	-0.095085	0.038825	-0.095085	-0.038825	0.503593	-0.000000	
174.000000	0.494963	0.000000	-0.095697	0.037900	-0.095697	-0.037900	0.505037	-0.000000	
175.000000	0.493553	0.000000	-0.096310	0.036949	-0.096310	-0.036949	0.506447	-0.000000	
176.000000	0.492178	0.000000	-0.096931	0.035972	-0.096931	-0.035972	0.507822	-0.000000	
177.000000	0.490841	0.000000	-0.097553	0.034974	-0.097553	-0.034974	0.509159	-0.000000	
178.000000	0.489545	0.000000	-0.098176	0.033958	-0.098176	-0.033958	0.510455	-0.000000	
179.000000	0.488284	0.000000	-0.098800	0.032927	-0.098800	-0.032927	0.511716	-0.000000	
180.000000	0.487062	0.000000	-0.099427	0.031883	-0.099427	-0.031883	0.512938	-0.000000	
181.000000	0.485883	0.000000	-0.100056	0.030827	-0.100056	-0.030827	0.514117	-0.000000	
182.000000	0.484741	0.000000	-0.100686	0.029767	-0.100686	-0.029767	0.515259	0.000000	
183.000000	0.483640	-0.000000	-0.101318	0.028699	-0.101318	-0.028699	0.516360	0.000000	
184.000000	0.482579	-0.000000	-0.101950	0.027631	-0.101950	-0.027631	0.517421	0.000000	
185.000000	0.481557	-0.000000	-0.102583	0.026564	-0.102583	-0.026564	0.518443	0.000000	
186.000000	0.480577	-0.000000	-0.103216	0.025500	-0.103216	-0.025500	0.519423	0.000000	
187.000000	0.479636	-0.000000	-0.103850	0.024438	-0.103850	-0.024438	0.520364	0.000000	
188.000000	0.478738	-0.000000	-0.104483	0.023387	-0.104483	-0.023387	0.521262	0.000000	
189.000000	0.477875	-0.000000	-0.105116	0.022346	-0.105116	-0.022346	0.522125	0.000000	
190.000000	0.477051	-0.000000	-0.105748	0.021318	-0.105748	-0.021318	0.522949	0.000000	
191.000000	0.476269	-0.000000	-0.106379	0.020301	-0.106379	-0.020301	0.523731	0.000000	
192.000000	0.475522	-0.000000	-0.107009	0.019301	-0.107009	-0.019301	0.524478	0.000000	
193.000000	0.474814	-0.000000	-0.107637	0.018325	-0.107637	-0.018325	0.525186	0.000000	
194.000000	0.474143	-0.000000	-0.108264	0.017361	-0.108264	-0.017361	0.525857	0.000000	
195.000000	0.473506	-0.000000	-0.108888	0.016416	-0.108888	-0.016416	0.526494	0.000000	
196.000000	0.472905	-0.000000	-0.109510	0.015495	-0.109510	-0.015495	0.527095	0.000000	
197.000000	0.472339	-0.000000	-0.110130	0.014602	-0.110130	-0.014602	0.527661	0.000000	
198.000000	0.471806	-0.000000	-0.110747	0.013734	-0.110747	-0.013734	0.528194	0.000000	
199.000000	0.471303	-0.000000	-0.111361	0.012891	-0.111361	-0.012891	0.528697	0.000000	
200.000000	0.470833	-0.000000	-0.111972	0.012077	-0.111972	-0.012077	0.529167	0.000000	
201.000000	0.470393	-0.000000	-0.112578	0.011287	-0.112578	-0.011287	0.529607	0.000000	
202.000000	0.469984	-0.000000	-0.113182	0.010531	-0.113182	-0.010531	0.530016	0.000000	
203.000000	0.469601	-0.000000	-0.113782	0.009806	-0.113782	-0.009806	0.530399	0.000000	
204.000000	0.469244	-0.000000	-0.114378	0.009112	-0.114378	-0.009112	0.530756	0.000000	
205.000000	0.468914	-0.000000	-0.114968	0.008445	-0.114968	-0.008445	0.531086	0.000000	
206.000000	0.468607	-0.000000	-0.115555	0.007811	-0.115555	-0.007811	0.531393	0.000000	
207.000000	0.468325	-0.000000	-0.116137	0.007214	-0.116137	-0.007214	0.531675	0.000000	
208.000000	0.468064	-0.000000	-0.116715	0.006648	-0.116715	-0.006648	0.531936	0.000000	
209.000000	0.467823	-0.000000	-0.117287	0.006113	-0.117287	-0.006113	0.532177	0.000000	
210.000000	0.467603	-0.000000	-0.117859	0.005623	-0.117859	-0.005623	0.532397	0.000000	
211.000000	0.467400	-0.000000	-0.118419	0.005152	-0.118419	-0.005152	0.532600	0.000000	
212.000000	0.467215	-0.000000	-0.118971	0.004710	-0.118971	-0.004710	0.532785	0.000000	
213.000000	0.467046	-0.000000	-0.119522	0.004313	-0.119522	-0.004313	0.532954	0.000000	
214.000000	0.466891	-0.000000	-0.120068	0.003945	-0.120068	-0.003945	0.533109	0.000000	
215.000000	0.466747	-0.000000	-0.120608	0.003607	-0.120608	-0.003607	0.533253	0.000000	
216.000000	0.466618	-0.000000	-0.121142	0.003306	-0.121142	-0.003306	0.533382	0.000000	
217.000000	0.466499	-0.000000	-0.121670	0.003034	-0.121670	-0.003034	0.533501	0.000000	
218.000000	0.466389	-0.000000	-0.122191	0.002792	-0.122191	-0.002792	0.533611	0.000000	
219.000000	0.466288	-0.000000	-0.122708	0.002585	-0.122708	-0.002585	0.533712	0.000000	
220.000000	0.466194	-0.000000	-0.123218	0.002403	-0.123218	-0.002403	0.533806	0.000000	
221.000000	0.466107	-0.000000	-0.123722	0.002256	-0.123722	-0.002256	0.533893	0.000000	
222.000000	0.466024	-0.000000	-0.124222	0.002137	-0.124222	-0.002137	0.533976	0.000000	
223.000000	0.465946	-0.000000	-0.124711	0.002039	-0.124711	-0.002039	0.534054	0.000000	
224.000000	0.465870	-0.000000	-0.125195	0.001971	-0.125195	-0.001971	0.534130	0.000000	
225.000000	0.465797	-0.000000	-0.125675	0.001935	-0.125675	-0.001935	0.534203	0.000000	
226.000000	0.465725	-0.000000	-0.126151	0.001921	-0.126151	-0.001921	0.534275	0.000000	
227.000000	0.465652	-0.000000	-0.126616	0.001929	-0.126616	-0.001929	0.534348	0.000000	
228.000000	0.465579	-0.000000	-0.127076	0.001963	-0.127076	-0.001963	0.534421	0.000000	
229.000000	0.465504	-0.000000	-0.127532	0.002020	-0.127532	-0.002020	0.534496	0.000000	
230.000000	0.465427	-0.000000	-0.127985	0.002099	-0.127985	-0.002099	0.534573	0.000000	
231.000000	0.465346	-0.000000	-0.128425	0.002195	-0.128425	-0.002195	0.534654	0.000000	
232.000000	0.465261	-0.000000	-0.128859	0.002311	-0.128859	-0.002311	0.534739	0.000000	
233.000000	0.465171	-0.000000	-0.129291	0.002448	-0.129291	-0.002448	0.534829	0.000000	
234.000000	0.465077	-0.000000	-0.129718	0.002600	-0.129718	-0.002600	0.534923	0.000000	
235.000000	0.464976	-0.000000	-0.130137	0.002768	-0.130137	-0.002768	0.535024	0.000000	
236.000000	0.464868	-0.000000	-0.130552	0.002953	-0.130552	-0.002953	0.535132	0.000000	
237.000000	0.464753	-0.000000	-0.130960	0.003150	-0.130960	-0.003150	0.535247	0.000000	
238.000000	0.464630	-0.000000	-0.131361	0.003361	-0.131361	-0.003361	0.535370	0.000000	
239.000000	0.464499	-0.000000	-0.131759	0.003583	-0.131759	-0.003583	0.535501	0.000000	
240.000000	0.464360	-0.000000	-0.132152	0.003815	-0.132152	-0.003815	0.535640	0.000000	
241.000000	0.464211	-0.000000	-0.132540	0.004057	-0.132540	-0.004057	0.535789	0.000000	
242.000000	0.464054	-0.000000	-0.132922	0.004308	-0.132922	-0.004308	0.535946	0.000000	
243.000000	0.463887	-0.000000	-0.133297	0.004568	-0.133297	-0.004568	0.536113	0.000000	
244.000000	0.463710	-0.000000	-0.133670	0.004833	-0.133670	-0.004833	0.536290	0.000000	
245.000000	0.463523	-0.000000	-0.134039	0.005101	-0.134039	-0.005101	0.536477	0.000000	
246.000000	0.463325	-0.000000	-0.134402	0.005375	-0.134402	-0.005375	0.536675	0.000000	
247.000000	0.463118	-0.000000	-0.134761	0.005653	-0.134761	-0.005653	0.536882	0.000000	
248.000000	0.462899	-0.000000	-0.135115	0.005933	-0.135115	-0.005933	0.537101	0.000000	
249.000000	0.462670	-0.000000	-0.135465	0.006214	-0.135465	-0.006214	0.537330	0.000000	
250.000000	0.462431	-0.000000	-0.135812	0.006494	-0.135812	-0.006494	0.537569	0.000000	
251.000000	0.462181	-0.000000	-0.136154	0.006779	-0.136154	-0.006779	0.537819	0.000000	
252.000000	0.461919	-0.000000	-0.136492	0.007059	-0.136492	-0.007059	0.538081	0.000000	
253.000000	0.461648	-0.000000	-0.136827	0.007335	-0.136827	-0.007335	0.538352	0.000000	
254.000000	0.461367	-0.000000	-0.137159	0.007611	-0.137159	-0.007611	0.538633	0.000000	
255.000000	0.461075	-0.000000	-0.137487	0.007881	-0.137487	-0.007881	0.538925	0.000000	
256.000000	0.460773	-0.000000	-0.137812	0.008151	-0.137812	-0.008151	0.539227	0.000000	
257.000000	0.460460	-0.000000	-0.138133	0.008413	-0.138133	-0.008413	0.539540	0.000000	
258.000000	0.460139	-0.000000	-0.138451	0.008668	-0.138451	-0.008668	0.539861	0.000000	
259.000000	0.459807	-0.000000	-0.138767	0.008916	-0.138767	-0.008916	0.540193	0.000000	
260.000000	0.459467	-0.000000	-0.139080	0.009162	-0.139080	-0.009162	0.540533	0.000000	
261.000000	0.459117	-0.000000	-0.139390	0.009399	-0.139390	-0.009399	0.540883	0.000000	
262.000000	0.458758	-0.000000	-0.139697	0.009625	-0.139697	-0.009625	0.541242	0.000000	
263.000000	0.458391	-0.000000	-0.140002	0.009843	-0.140002	-0.009843	0.541609	0.000000	
264.000000	0.458017	-0.000000	-0.140305	0.010055	-0.140305	-0.010055	0.541983	0.000000	
265.000000	0.457634	-0.000000	-0.140606	0.010256	-0.140606	-0.010256	0.542366	0.000000	
266.000000	0.457244	-0.000000	-0.140903	0.010443	-0.140903	-0.010443	0.542756	0.000000	
267.000000	0.456847	-0.000000	-0.141199	0.010625	-0.141199	-0.010625	0.543153	0.000000	
268.000000	0.456443	-0.000000	-0.141494	0.010799	-0.141494	-0.010799	0.543557	0.000000	
269.000000	0.456033	-0.000000	-0.141787	0.010962	-0.141787	-0.010962	0.543967	0.000000	
270.000000	0.455617	-0.000000	-0.142077	0.011110	-0.142077	-0.011110	0.544383	0.000000	
271.000000	0.455196	-0.000000	-0.142367	0.011250	-0.142367	-0.011250	0.544804	0.000000	
272.000000	0.454769	-0.000000	-0.142654	0.011378	-0.142654	-0.011378	0.545231	0.000000	
273.000000	0.454338	-0.000000	-0.142940	0.011494	-0.142940	-0.011494	0.545662	0.000000	
274.000000	0.453903	-0.000000	-0.143224	0.011599	-0.143224	-0.011599	0.546097	0.000000	
275.000000	0.453464	-0.000000	-0.143508	0.011695	-0.143508	-0.011695	0.546536	0.000000	
276.000000	0.453022	-0.000000	-0.143790	0.011779	-0.143790	-0.011779	0.546978	0.000000	
277.000000	0.452577	-0.000000	-0.144069	0.011848	-0.144069	-0.011848	0.547423	0.000000	
278.000000	0.452129	-0.000000	-0.144349	0.011910	-0.144349	-0.011910	0.547871	0.000000	
279.000000	0.451679	-0.000000	-0.144628	0.011960	-0.144628	-0.011960	0.548321	0.000000	
