t	Re(rho11)	Im(rho11)	Re(rho12)	Im(rho12)	Re(rho21)	Im(rho21)	Re(rho22)	Im(rho22)	
52.000000	0.760311	-0.000000	-0.050857	0.076071	-0.050857	-0.076071	0.239689	-0.000000	
53.000000	0.757490	-0.000000	-0.052135	0.073732	-0.052135	-0.073732	0.242510	-0.000000	
54.000000	0.754755	-0.000000	-0.053394	0.071476	-0.053394	-0.071476	0.245245	-0.000000	
55.000000	0.752103	-0.000000	-0.054632	0.069304	-0.054632	-0.069304	0.247897	-0.000000	
56.000000	0.749532	-0.000000	-0.055850	0.067217	-0.055850	-0.067217	0.250468	-0.000000	
57.000000	0.747038	-0.000000	-0.057047	0.065213	-0.057047	-0.065213	0.252962	-0.000000	
58.000000	0.744618	-0.000000	-0.058225	0.063294	-0.058225	-0.063294	0.255382	-0.000000	
59.000000	0.742268	-0.000000	-0.059381	0.061457	-0.059381	-0.061457	0.257732	-0.000000	
60.000000	0.739986	-0.000000	-0.060517	0.059702	-0.060517	-0.059702	0.260014	-0.000000	
61.000000	0.737769	-0.000000	-0.061632	0.058028	-0.061632	-0.058028	0.262231	-0.000000	
62.000000	0.735613	-0.000000	-0.062725	0.056433	-0.062725	-0.056433	0.264387	-0.000000	
63.000000	0.733516	-0.000000	-0.063798	0.054915	-0.063798	-0.054915	0.266484	-0.000000	
64.000000	0.731475	-0.000000	-0.064849	0.053472	-0.064849	-0.053472	0.268525	-0.000000	
65.000000	0.729486	-0.000000	-0.065879	0.052102	-0.065879	-0.052102	0.270514	-0.000000	
66.000000	0.727548	-0.000000	-0.066888	0.050802	-0.066888	-0.050802	0.272452	-0.000000	
67.000000	0.725658	-0.000000	-0.067875	0.049569	-0.067875	-0.049569	0.274342	-0.000000	
68.000000	0.723813	-0.000000	-0.068842	0.048401	-0.068842	-0.048401	0.276187	-0.000000	
69.000000	0.722010	-0.000000	-0.069789	0.047295	-0.069789	-0.047295	0.277990	-0.000000	
70.000000	0.720248	-0.000000	-0.070716	0.046248	-0.070716	-0.046248	0.279752	-0.000000	
71.000000	0.718525	-0.000000	-0.071624	0.045257	-0.071624	-0.045257	0.281475	-0.000000	
72.000000	0.716838	-0.000000	-0.072513	0.044320	-0.072513	-0.044320	0.283162	-0.000000	
73.000000	0.715185	-0.000000	-0.073386	0.043432	-0.073386	-0.043432	0.284815	-0.000000	
74.000000	0.713565	-0.000000	-0.074242	0.042592	-0.074242	-0.042592	0.286435	-0.000000	
75.000000	0.711975	-0.000000	-0.075082	0.041797	-0.075082	-0.041797	0.288025	-0.000000	
76.000000	0.710415	0.000000	-0.075908	0.041045	-0.075908	-0.041045	0.289585	-0.000000	
77.000000	0.708882	0.000000	-0.076720	0.040331	-0.076720	-0.040331	0.291118	-0.000000	
78.000000	0.707376	0.000000	-0.077519	0.039655	-0.077519	-0.039655	0.292624	-0.000000	
79.000000	0.705894	0.000000	-0.078307	0.039014	-0.078307	-0.039014	0.294106	-0.000000	
80.000000	0.704436	0.000000	-0.079082	0.038406	-0.079082	-0.038406	0.295564	-0.000000	
81.000000	0.703000	0.000000	-0.079848	0.037829	-0.079848	-0.037829	0.297000	-0.000000	
82.000000	0.701584	0.000000	-0.080603	0.037279	-0.080603	-0.037279	0.298416	-0.000000	
83.000000	0.700189	0.000000	-0.081347	0.036756	-0.081347	-0.036756	0.299811	-0.000000	
84.000000	0.698814	0.000000	-0.082081	0.036259	-0.082081	-0.036259	0.301186	-0.000000	
85.000000	0.697457	0.000000	-0.082803	0.035780	-0.082803	-0.035780	0.302543	-0.000000	
86.000000	0.696119	0.000000	-0.083516	0.035327	-0.083516	-0.035327	0.303881	-0.000000	
87.000000	0.694796	0.000000	-0.084220	0.034895	-0.084220	-0.034895	0.305204	-0.000000	
88.000000	0.693489	0.000000	-0.084913	0.034478	-0.084913	-0.034478	0.306511	-0.000000	
89.000000	0.692198	0.000000	-0.085596	0.034080	-0.085596	-0.034080	0.307802	-0.000000	
90.000000	0.690921	0.000000	-0.086268	0.033695	-0.086268	-0.033695	0.309079	-0.000000	
91.000000	0.689659	0.000000	-0.086927	0.033324	-0.086927	-0.033324	0.310341	-0.000000	
92.000000	0.688411	0.000000	-0.087578	0.032969	-0.087578	-0.032969	0.311589	-0.000000	
93.000000	0.687175	0.000000	-0.088216	0.032623	-0.088216	-0.032623	0.312825	-0.000000	
94.000000	0.685953	0.000000	-0.088843	0.032288	-0.088843	-0.032288	0.314047	-0.000000	
95.000000	0.684743	0.000000	-0.089461	0.031967	-0.089461	-0.031967	0.315257	-0.000000	
96.000000	0.683544	0.000000	-0.090067	0.031653	-0.090067	-0.031653	0.316456	-0.000000	
97.000000	0.682358	0.000000	-0.090658	0.031339	-0.090658	-0.031339	0.317642	-0.000000	
98.000000	0.681183	0.000000	-0.091239	0.031032	-0.091239	-0.031032	0.318817	-0.000000	
99.000000	0.680020	0.000000	-0.091808	0.030737	-0.091808	-0.030737	0.319980	-0.000000	
100.000000	0.678868	0.000000	-0.092369	0.030448	-0.092369	-0.030448	0.321132	-0.000000	
101.000000	0.677727	0.000000	-0.092918	0.030166	-0.092918	-0.030166	0.322273	-0.000000	
102.000000	0.676595	0.000000	-0.093457	0.029887	-0.093457	-0.029887	0.323405	-0.000000	
103.000000	0.675475	0.000000	-0.093980	0.029602	-0.093980	-0.029602	0.324525	-0.000000	
104.000000	0.674365	0.000000	-0.094495	0.029327	-0.094495	-0.029327	0.325635	-0.000000	
105.000000	0.673266	0.000000	-0.095000	0.029058	-0.095000	-0.029058	0.326734	-0.000000	
106.000000	0.672175	0.000000	-0.095496	0.028790	-0.095496	-0.028790	0.327825	-0.000000	
107.000000	0.671096	0.000000	-0.095980	0.028524	-0.095980	-0.028524	0.328904	-0.000000	
108.000000	0.670027	0.000000	-0.096455	0.028261	-0.096455	-0.028261	0.329973	-0.000000	
109.000000	0.668967	0.000000	-0.096919	0.027997	-0.096919	-0.027997	0.331033	-0.000000	
110.000000	0.667918	0.000000	-0.097375	0.027740	-0.097375	-0.027740	0.332082	-0.000000	
111.000000	0.666877	0.000000	-0.097823	0.027485	-0.097823	-0.027485	0.333123	-0.000000	
112.000000	0.665847	0.000000	-0.098259	0.027227	-0.098259	-0.027227	0.334153	-0.000000	
113.000000	0.664826	0.000000	-0.098685	0.026968	-0.098685	-0.026968	0.335174	-0.000000	
114.000000	0.663815	0.000000	-0.099103	0.026713	-0.099103	-0.026713	0.336185	-0.000000	
115.000000	0.662814	0.000000	-0.099513	0.026464	-0.099513	-0.026464	0.337186	-0.000000	
116.000000	0.661822	0.000000	-0.099916	0.026215	-0.099916	-0.026215	0.338178	-0.000000	
117.000000	0.660839	0.000000	-0.100309	0.025962	-0.100309	-0.025962	0.339161	-0.000000	
118.000000	0.659865	0.000000	-0.100693	0.025713	-0.100693	-0.025713	0.340135	-0.000000	
119.000000	0.658901	0.000000	-0.101070	0.025468	-0.101070	-0.025468	0.341099	-0.000000	
120.000000	0.657947	0.000000	-0.101440	0.025224	-0.101440	-0.025224	0.342053	-0.000000	
121.000000	0.657002	0.000000	-0.101803	0.024985	-0.101803	-0.024985	0.342998	-0.000000	
122.000000	0.656065	0.000000	-0.102162	0.024756	-0.102162	-0.024756	0.343935	-0.000000	
123.000000	0.655137	0.000000	-0.102512	0.024522	-0.102512	-0.024522	0.344863	-0.000000	
124.000000	0.654219	0.000000	-0.102840	0.024257	-0.102840	-0.024257	0.345781	-0.000000	
125.000000	0.653310	0.000000	-0.103172	0.024021	-0.103172	-0.024021	0.346690	-0.000000	
126.000000	0.652409	0.000000	-0.103497	0.023787	-0.103497	-0.023787	0.347591	-0.000000	
127.000000	0.651518	0.000000	-0.103816	0.023556	-0.103816	-0.023556	0.348482	-0.000000	
128.000000	0.650635	0.000000	-0.104127	0.023325	-0.104127	-0.023325	0.349365	-0.000000	
129.000000	0.649760	0.000000	-0.104435	0.023103	-0.104435	-0.023103	0.350240	-0.000000	
130.000000	0.648895	0.000000	-0.104736	0.022885	-0.104736	-0.022885	0.351105	-0.000000	
131.000000	0.648037	0.000000	-0.105021	0.022643	-0.105021	-0.022643	0.351963	-0.000000	
132.000000	0.647189	0.000000	-0.105306	0.022422	-0.105306	-0.022422	0.352811	-0.000000	
133.000000	0.646348	0.000000	-0.105587	0.022204	-0.105587	-0.022204	0.353652	-0.000000	
134.000000	0.645516	0.000000	-0.105861	0.021988	-0.105861	-0.021988	0.354484	-0.000000	
135.000000	0.644692	0.000000	-0.106128	0.021773	-0.106128	-0.021773	0.355308	-0.000000	
136.000000	0.643875	0.000000	-0.106390	0.021562	-0.106390	-0.021562	0.356125	-0.000000	
137.000000	0.643067	-0.000000	-0.106646	0.021350	-0.106646	-0.021350	0.356933	0.000000	
138.000000	0.642267	-0.000000	-0.106896	0.021144	-0.106896	-0.021144	0.357733	0.000000	
139.000000	0.641474	-0.000000	-0.107142	0.020941	-0.107142	-0.020941	0.358526	0.000000	
140.000000	0.640689	0.000000	-0.107384	0.020747	-0.107384	-0.020747	0.359311	-0.000000	
141.000000	0.639912	0.000000	-0.107621	0.020555	-0.107621	-0.020555	0.360088	-0.000000	
142.000000	0.639141	-0.000000	-0.107844	0.020343	-0.107844	-0.020343	0.360859	0.000000	
143.000000	0.638379	-0.000000	-0.108068	0.020151	-0.108068	-0.020151	0.361621	0.000000	
144.000000	0.637624	-0.000000	-0.108288	0.019963	-0.108288	-0.019963	0.362376	0.000000	
145.000000	0.636875	-0.000000	-0.108503	0.019776	-0.108503	-0.019776	0.363125	0.000000	
146.000000	0.636133	-0.000000	-0.108712	0.019592	-0.108712	-0.019592	0.363867	0.000000	
147.000000	0.635399	-0.000000	-0.108918	0.019412	-0.108918	-0.019412	0.364601	0.000000	
148.000000	0.634671	-0.000000	-0.109117	0.019231	-0.109117	-0.019231	0.365329	0.000000	
149.000000	0.633950	-0.000000	-0.109313	0.019055	-0.109313	-0.019055	0.366050	0.000000	
150.000000	0.633235	-0.000000	-0.109505	0.018884	-0.109505	-0.018884	0.366765	0.000000	
151.000000	0.632527	-0.000000	-0.109692	0.018715	-0.109692	-0.018715	0.367473	0.000000	
152.000000	0.631826	-0.000000	-0.109875	0.018548	-0.109875	-0.018548	0.368174	0.000000	
153.000000	0.631130	-0.000000	-0.110053	0.018382	-0.110053	-0.018382	0.368870	0.000000	
154.000000	0.630441	-0.000000	-0.110228	0.018223	-0.110228	-0.018223	0.369559	0.000000	
155.000000	0.629757	-0.000000	-0.110399	0.018066	-0.110399	-0.018066	0.370243	0.000000	
156.000000	0.629080	-0.000000	-0.110565	0.017908	-0.110565	-0.017908	0.370920	0.000000	
157.000000	0.628408	-0.000000	-0.110727	0.017755	-0.110727	-0.017755	0.371592	0.000000	
158.000000	0.627742	-0.000000	-0.110888	0.017608	-0.110888	-0.017608	0.372258	0.000000	
159.000000	0.627082	-0.000000	-0.111042	0.017459	-0.111042	-0.017459	0.372918	0.000000	
160.000000	0.626427	-0.000000	-0.111193	0.017313	-0.111193	-0.017313	0.373573	0.000000	
161.000000	0.625778	-0.000000	-0.111342	0.017173	-0.111342	-0.017173	0.374222	0.000000	
162.000000	0.625133	-0.000000	-0.111488	0.017036	-0.111488	-0.017036	0.374867	0.000000	
163.000000	0.624494	-0.000000	-0.111629	0.016897	-0.111629	-0.016897	0.375506	0.000000	
164.000000	0.623860	-0.000000	-0.111765	0.016761	-0.111765	-0.016761	0.376140	0.000000	
165.000000	0.623231	-0.000000	-0.111900	0.016629	-0.111900	-0.016629	0.376769	0.000000	
166.000000	0.622607	-0.000000	-0.112034	0.016504	-0.112034	-0.016504	0.377393	0.000000	
167.000000	0.621988	-0.000000	-0.112161	0.016376	-0.112161	-0.016376	0.378012	0.000000	
168.000000	0.621374	-0.000000	-0.112286	0.016249	-0.112286	-0.016249	0.378626	0.000000	
169.000000	0.620764	-0.000000	-0.112407	0.016126	-0.112407	-0.016126	0.379236	0.000000	
170.000000	0.620159	-0.000000	-0.112527	0.016008	-0.112527	-0.016008	0.379841	0.000000	
171.000000	0.619558	-0.000000	-0.112643	0.015889	-0.112643	-0.015889	0.380442	0.000000	
172.000000	0.618962	-0.000000	-0.112757	0.015773	-0.112757	-0.015773	0.381038	0.000000	
173.000000	0.618370	0.000000	-0.112870	0.015665	-0.112870	-0.015665	0.381630	-0.000000	
174.000000	0.617782	0.000000	-0.112979	0.015557	-0.112979	-0.015557	0.382218	-0.000000	
175.000000	0.617199	-0.000000	-0.113081	0.015439	-0.113081	-0.015439	0.382801	0.000000	
176.000000	0.616619	-0.000000	-0.113183	0.015329	-0.113183	-0.015329	0.383381	0.000000	
177.000000	0.616044	-0.000000	-0.113283	0.015224	-0.113283	-0.015224	0.383956	0.000000	
178.000000	0.615472	-0.000000	-0.113382	0.015122	-0.113382	-0.015122	0.384528	0.000000	
179.000000	0.614905	-0.000000	-0.113477	0.015020	-0.113477	-0.015020	0.385095	0.000000	
180.000000	0.614341	0.000000	-0.113571	0.014922	-0.113571	-0.014922	0.385659	-0.000000	
181.000000	0.613781	-0.000000	-0.113660	0.014821	-0.113660	-0.014821	0.386219	0.000000	
182.000000	0.613224	0.000000	-0.113749	0.014725	-0.113749	-0.014725	0.386776	0.000000	
183.000000	0.612671	0.000000	-0.113836	0.014633	-0.113836	-0.014633	0.387329	-0.000000	
184.000000	0.612122	0.000000	-0.113919	0.014538	-0.113919	-0.014538	0.387878	-0.000000	
185.000000	0.611576	0.000000	-0.114000	0.014445	-0.114000	-0.014445	0.388424	-0.000000	
186.000000	0.611034	0.000000	-0.114080	0.014357	-0.114080	-0.014357	0.388966	-0.000000	
187.000000	0.610494	0.000000	-0.114158	0.014269	-0.114158	-0.014269	0.389506	-0.000000	
188.000000	0.609959	0.000000	-0.114232	0.014180	-0.114232	-0.014180	0.390041	-0.000000	
189.000000	0.609426	0.000000	-0.114306	0.014094	-0.114306	-0.014094	0.390574	-0.000000	
190.000000	0.608897	0.000000	-0.114380	0.014016	-0.114380	-0.014016	0.391103	-0.000000	
191.000000	0.608371	0.000000	-0.114451	0.013936	-0.114451	-0.013936	0.391629	-0.000000	
192.000000	0.607848	0.000000	-0.114515	0.013845	-0.114515	-0.013845	0.392152	-0.000000	
193.000000	0.607328	0.000000	-0.114580	0.013763	-0.114580	-0.013763	0.392672	-0.000000	
194.000000	0.606811	0.000000	-0.114644	0.013685	-0.114644	-0.013685	0.393189	-0.000000	
195.000000	0.606297	0.000000	-0.114707	0.013609	-0.114707	-0.013609	0.393703	-0.000000	
196.000000	0.605786	0.000000	-0.114768	0.013533	-0.114768	-0.013533	0.394214	-0.000000	
197.000000	0.605277	0.000000	-0.114827	0.013458	-0.114827	-0.013458	0.394723	-0.000000	
198.000000	0.604772	0.000000	-0.114884	0.013382	-0.114884	-0.013382	0.395228	-0.000000	
199.000000	0.604269	0.000000	-0.114940	0.013310	-0.114940	-0.013310	0.395731	-0.000000	
200.000000	0.603769	0.000000	-0.114994	0.013239	-0.114994	-0.013239	0.396231	-0.000000	
201.000000	0.603272	0.000000	-0.115046	0.013166	-0.115046	-0.013166	0.396728	-0.000000	
202.000000	0.602778	0.000000	-0.115098	0.013099	-0.115098	-0.013099	0.397222	-0.000000	
203.000000	0.602285	0.000000	-0.115148	0.013031	-0.115148	-0.013031	0.397715	-0.000000	
204.000000	0.601796	0.000000	-0.115196	0.012961	-0.115196	-0.012961	0.398204	-0.000000	
205.000000	0.601309	0.000000	-0.115242	0.012893	-0.115242	-0.012893	0.398691	-0.000000	
206.000000	0.600825	0.000000	-0.115288	0.012829	-0.115288	-0.012829	0.399175	-0.000000	
207.000000	0.600343	0.000000	-0.115332	0.012763	-0.115332	-0.012763	0.399657	-0.000000	
208.000000	0.599863	0.000000	-0.115377	0.012704	-0.115377	-0.012704	0.400137	-0.000000	
209.000000	0.599386	0.000000	-0.115416	0.012636	-0.115416	-0.012636	0.400614	-0.000000	
210.000000	0.598911	0.000000	-0.115456	0.012572	-0.115456	-0.012572	0.401089	-0.000000	
211.000000	0.598439	0.000000	-0.115495	0.012512	-0.115495	-0.012512	0.401561	-0.000000	
212.000000	0.597969	0.000000	-0.115533	0.012452	-0.115533	-0.012452	0.402031	-0.000000	
213.000000	0.597501	0.000000	-0.115570	0.012392	-0.115570	-0.012392	0.402499	-0.000000	
214.000000	0.597035	0.000000	-0.115605	0.012333	-0.115605	-0.012333	0.402965	-0.000000	
215.000000	0.596572	0.000000	-0.115640	0.012277	-0.115640	-0.012277	0.403428	-0.000000	
216.000000	0.596111	0.000000	-0.115673	0.012217	-0.115673	-0.012217	0.403889	-0.000000	
217.000000	0.595651	0.000000	-0.115704	0.012159	-0.115704	-0.012159	0.404349	-0.000000	
218.000000	0.595194	0.000000	-0.115736	0.012105	-0.115736	-0.012105	0.404806	-0.000000	
219.000000	0.594740	0.000000	-0.115767	0.012052	-0.115767	-0.012052	0.405260	-0.000000	
220.000000	0.594287	0.000000	-0.115796	0.011998	-0.115796	-0.011998	0.405713	-0.000000	
221.000000	0.593836	0.000000	-0.115823	0.011940	-0.115823	-0.011940	0.406164	-0.000000	
222.000000	0.593387	0.000000	-0.115850	0.011887	-0.115850	-0.011887	0.406613	-0.000000	
223.000000	0.592940	0.000000	-0.115877	0.011837	-0.115877	-0.011837	0.407060	-0.000000	
224.000000	0.592496	0.000000	-0.115902	0.011784	-0.115902	-0.011784	0.407504	-0.000000	
225.000000	0.592053	0.000000	-0.115926	0.011733	-0.115926	-0.011733	0.407947	-0.000000	
226.000000	0.591612	0.000000	-0.115953	0.011690	-0.115953	-0.011690	0.408388	-0.000000	
227.000000	0.591173	0.000000	-0.115981	0.011654	-0.115981	-0.011654	0.408827	-0.000000	
228.000000	0.590735	0.000000	-0.115995	0.011586	-0.115995	-0.011586	0.409265	-0.000000	
229.000000	0.590300	0.000000	-0.116014	0.011532	-0.116014	-0.011532	0.409700	-0.000000	
230.000000	0.589867	0.000000	-0.116034	0.011484	-0.116034	-0.011484	0.410133	-0.000000	
231.000000	0.589435	0.000000	-0.116054	0.011438	-0.116054	-0.011438	0.410565	-0.000000	
232.000000	0.589005	0.000000	-0.116073	0.011392	-0.116073	-0.011392	0.410995	-0.000000	
233.000000	0.588577	0.000000	-0.116091	0.011347	-0.116091	-0.011347	0.411423	-0.000000	
234.000000	0.588150	0.000000	-0.116108	0.011299	-0.116108	-0.011299	0.411850	-0.000000	
235.000000	0.587725	0.000000	-0.116124	0.011254	-0.116124	-0.011254	0.412275	-0.000000	
236.000000	0.587302	0.000000	-0.116142	0.011214	-0.116142	-0.011214	0.412698	-0.000000	
237.000000	0.586881	0.000000	-0.116156	0.011169	-0.116156	-0.011169	0.413119	-0.000000	
238.000000	0.586461	0.000000	-0.116169	0.011121	-0.116169	-0.011121	0.413539	-0.000000	
239.000000	0.586043	-0.000000	-0.116182	0.011077	-0.116182	-0.011077	0.413957	0.000000	
240.000000	0.585627	0.000000	-0.116196	0.011035	-0.116196	-0.011035	0.414373	-0.000000	
241.000000	0.585212	0.000000	-0.116209	0.010995	-0.116209	-0.010995	0.414788	-0.000000	
242.000000	0.584799	0.000000	-0.116225	0.010962	-0.116225	-0.010962	0.415201	-0.000000	
243.000000	0.584387	0.000000	-0.116242	0.010935	-0.116242	-0.010935	0.415613	-0.000000	
244.000000	0.583977	-0.000000	-0.116242	0.010868	-0.116242	-0.010868	0.416023	0.000000	
245.000000	0.583568	-0.000000	-0.116251	0.010826	-0.116251	-0.010826	0.416432	0.000000	
246.000000	0.583161	-0.000000	-0.116261	0.010787	-0.116261	-0.010787	0.416839	0.000000	
247.000000	0.582756	-0.000000	-0.116271	0.010749	-0.116271	-0.010749	0.417244	0.000000	
248.000000	0.582352	-0.000000	-0.116279	0.010710	-0.116279	-0.010710	0.417648	0.000000	
249.000000	0.581949	-0.000000	-0.116288	0.010672	-0.116288	-0.010672	0.418051	0.000000	
250.000000	0.581548	-0.000000	-0.116294	0.010632	-0.116294	-0.010632	0.418452	0.000000	
251.000000	0.581148	-0.000000	-0.116302	0.010595	-0.116302	-0.010595	0.418852	0.000000	
252.000000	0.580750	0.000000	-0.116310	0.010561	-0.116310	-0.010561	0.419250	-0.000000	
253.000000	0.580353	-0.000000	-0.116315	0.010521	-0.116315	-0.010521	0.419647	0.000000	
254.000000	0.579957	-0.000000	-0.116319	0.010482	-0.116319	-0.010482	0.420043	0.000000	
255.000000	0.579563	-0.000000	-0.116324	0.010446	-0.116324	-0.010446	0.420437	0.000000	
256.000000	0.579170	-0.000000	-0.116330	0.010412	-0.116330	-0.010412	0.420830	0.000000	
257.000000	0.578779	-0.000000	-0.116334	0.010375	-0.116334	-0.010375	0.421221	0.000000	
258.000000	0.578389	-0.000000	-0.116338	0.010340	-0.116338	-0.010340	0.421611	0.000000	
259.000000	0.578000	0.000000	-0.116342	0.010308	-0.116342	-0.010308	0.422000	-0.000000	
260.000000	0.577613	0.000000	-0.116347	0.010277	-0.116347	-0.010277	0.422387	-0.000000	
261.000000	0.577226	-0.000000	-0.116347	0.010235	-0.116347	-0.010235	0.422774	0.000000	
262.000000	0.576842	-0.000000	-0.116349	0.010200	-0.116349	-0.010200	0.423158	0.000000	
263.000000	0.576458	-0.000000	-0.116351	0.010168	-0.116351	-0.010168	0.423542	0.000000	
264.000000	0.576076	0.000000	-0.116353	0.010136	-0.116353	-0.010136	0.423924	0.000000	
265.000000	0.575694	-0.000000	-0.116354	0.010103	-0.116354	-0.010103	0.424306	0.000000	
266.000000	0.575315	0.000000	-0.116356	0.010071	-0.116356	-0.010071	0.424685	-0.000000	
267.000000	0.574936	0.000000	-0.116356	0.010038	-0.116356	-0.010038	0.425064	0.000000	
268.000000	0.574558	0.000000	-0.116357	0.010008	-0.116357	-0.010008	0.425442	-0.000000	
269.000000	0.574182	-0.000000	-0.116356	0.009973	-0.116356	-0.009973	0.425818	0.000000	
270.000000	0.573807	-0.000000	-0.116356	0.009942	-0.116356	-0.009942	0.426193	0.000000	
271.000000	0.573433	0.000000	-0.116356	0.009912	-0.116356	-0.009912	0.426567	-0.000000	
272.000000	0.573060	0.000000	-0.116355	0.009881	-0.116355	-0.009881	0.426940	-0.000000	
273.000000	0.572689	0.000000	-0.116355	0.009853	-0.116355	-0.009853	0.427311	-0.000000	
274.000000	0.572318	-0.000000	-0.116352	0.009819	-0.116352	-0.009819	0.427682	0.000000	
275.000000	0.571949	-0.000000	-0.116350	0.009789	-0.116350	-0.009789	0.428051	0.000000	
276.000000	0.571581	0.000000	-0.116349	0.009761	-0.116349	-0.009761	0.428419	-0.000000	
